publication_number,title,url,code,number_of_cited_by
US-5052558-A,Packaged pharmaceutical product,https://patents.google.com/patent/US5052558A,B65D75/326,996
US-10433837-B2,Surgical instruments with multiple link articulation arrangements,https://patents.google.com/patent/US10433837B2,A61B2034/715,996
US-4343048-A,Stent for a cardiac valve,https://patents.google.com/patent/US4343048A,A61F2/2418,996
US-2004044295-A1,Graphical user interface for computer-assisted surgery,https://patents.google.com/patent/US20040044295A1,A61B2034/107,996
US-5940182-A,Optical filter for spectroscopic measurement and method of producing the optical filter,https://patents.google.com/patent/US5940182A,G01J3/26,996
US-6508710-B1,Gaming system with location verification,https://patents.google.com/patent/US6508710B1,G07F17/32,996
US-2012083960-A1,System and method for predicting behaviors of detected objects,https://patents.google.com/patent/US20120083960A1,B60W2556/50,996
US-7101187-B1,Rotatable electrical connector,https://patents.google.com/patent/US7101187B1,H01R24/64,996
US-9918716-B2,Staple cartridge comprising implantable layers,https://patents.google.com/patent/US9918716B2,A61B17/105,996
US-9839429-B2,Stapling system comprising a lockout,https://patents.google.com/patent/US9839429B2,A61B2017/07214,996
US-5186718-A,Staged-vacuum wafer processing system and method,https://patents.google.com/patent/US5186718A,Y10S148/006,996
US-10456140-B2,Surgical stapling system comprising an unclamping lockout,https://patents.google.com/patent/US10456140B2,A61B2017/00818,996
US-9918730-B2,Methods and devices for controlling motorized surgical devices,https://patents.google.com/patent/US9918730B2,A61B18/1445,996
US-5553609-A,Intelligent remote visual monitoring system for home health care service,https://patents.google.com/patent/US5553609A,G16H40/67,996
WO-03094746-A1,Surgical stapling apparatus having a wound closure material applicator assembly,https://patents.google.com/patent/WO2003094746A1,A61B17/00491,995
US-5697844-A,System and method for playing games and rewarding successful players,https://patents.google.com/patent/US5697844A,H04H60/94,995
US-3509629-A,Portable and adjustable contra-angle dental instrument,https://patents.google.com/patent/US3509629A,A61C1/06,995
US-6124597-A,Method and devices for laser induced fluorescence attenuation spectroscopy,https://patents.google.com/patent/US6124597A,G01N21/6486,995
US-5990629-A,Electroluminescent display device and a driving method thereof,https://patents.google.com/patent/US5990629A,G09G3/2081,995
US-8870912-B2,Surgical instrument with single drive input for two end effector mechanisms,https://patents.google.com/patent/US8870912B2,A61B17/320016,995
US-9968397-B2,Endoscopic vessel sealer and divider having a flexible articulating shaft,https://patents.google.com/patent/US9968397B2,A61B2018/00619,995
US-9833242-B2,Tissue thickness compensators,https://patents.google.com/patent/US9833242B2,A61B17/068,995
US-7955253-B2,Apparatus and methods for achieving endoluminal access,https://patents.google.com/patent/US7955253B2,A61B1/00148,995
US-2004117358-A1,"Method, system, and program for an improved enterprise spatial system",https://patents.google.com/patent/US20040117358A1,G06F16/29,995
US-5683432-A,"Adaptive, performance-optimizing communication system for communicating with an implanted medical device",https://patents.google.com/patent/US5683432A,A61N1/37247,995
US-6895265-B2,Implantable sensor,https://patents.google.com/patent/US6895265B2,A61B2560/0219,995
US-9913648-B2,Surgical system,https://patents.google.com/patent/US9913648B2,A61B2017/07285,995
WO-03088845-A2,Surgical stapler and method,https://patents.google.com/patent/WO2003088845A2,A61B17/0686,995
US-5053008-A,Intracardiac catheter,https://patents.google.com/patent/US5053008A,A61F2002/018,995
US-9962161-B2,Deliverable surgical instrument,https://patents.google.com/patent/US9962161B2,A61B2017/07285,994
US-6185625-B1,Scaling proxy server sending to the client a graphical user interface for establishing object encoding preferences after receiving the client&#39;s request for the object,https://patents.google.com/patent/US6185625B1,H04L67/565,994
US-9999426-B2,Detachable motor powered surgical instrument,https://patents.google.com/patent/US9999426B2,A61B2017/07214,994
US-8272918-B2,Simulation dog tail swinging installment,https://patents.google.com/patent/US8272918B2,A63H3/48,994
US-8147456-B2,Hub for tearaway sheath assembly,https://patents.google.com/patent/US8147456B2,A61M25/0668,994
US-9795381-B2,Robotically-controlled shaft based rotary drive systems for surgical instruments,https://patents.google.com/patent/US9795381B2,A61B2017/07285,994
US-8285367-B2,Vasculature and lymphatic system imaging and ablation associated with a reservoir,https://patents.google.com/patent/US8285367B2,A61B5/061,994
US-4805907-A,Slot machine,https://patents.google.com/patent/US4805907A,G07F17/32,994
US-9801634-B2,Tissue thickness compensator for a surgical stapler,https://patents.google.com/patent/US9801634B2,A61B2017/2919,994
US-2013247216-A1,"System, method and computer program product for publicly providing web content of a tenant using a multi-tenant on-demand database service",https://patents.google.com/patent/US20130247216A1,G06F16/9566,994
US-5220269-A,Power supply unit,https://patents.google.com/patent/US5220269A,Y10S224/902,994
US-9962158-B2,Surgical stapling apparatuses with lockable end effector positioning systems,https://patents.google.com/patent/US9962158B2,A61B2017/07271,994
US-9375206-B2,Surgical instrument with disengageable handle,https://patents.google.com/patent/US9375206B2,A61B2017/00323,994
US-9486302-B2,Multi-layered surgical prosthesis,https://patents.google.com/patent/US9486302B2,A61L31/048,994
US-9907620-B2,Surgical end effectors having angled tissue-contacting surfaces,https://patents.google.com/patent/US9907620B2,A61B2017/003,994
US-5085659-A,Biopsy device with bipolar coagulation capability,https://patents.google.com/patent/US5085659A,A61B10/04,993
US-9110587-B2,Method for transmitting and receiving data between memo layer and application and electronic device using the same,https://patents.google.com/patent/US9110587B2,G06V10/235,993
US-5712374-A,Method for the preparation of substantiallly monomeric calicheamicin derivative/carrier conjugates,https://patents.google.com/patent/US5712374A,A61K47/6881,993
US-4571292-A,Apparatus for electrochemical measurements,https://patents.google.com/patent/US4571292A,G01N27/404,993
US-6597933-B2,Pulse oximetry sensor adapter,https://patents.google.com/patent/US6597933B2,A61B5/14551,993
US-8398669-B2,Indwelling fecal diverting device,https://patents.google.com/patent/US8398669B2,A61F2/04,993
US-9999431-B2,Surgical stapling device having supports for a flexible drive mechanism,https://patents.google.com/patent/US9999431B2,A61B2017/320044,993
US-9968356-B2,Surgical instrument drive systems,https://patents.google.com/patent/US9968356B2,A61B17/072,993
US-9913647-B2,Disposable loading unit for use with a surgical instrument,https://patents.google.com/patent/US9913647B2,A61B2017/07214,993
US-9775609-B2,Tamper proof circuit for surgical instrument battery pack,https://patents.google.com/patent/US9775609B2,A61B2560/0214,993
US-8734336-B2,Wound retractor device,https://patents.google.com/patent/US8734336B2,A61B17/3423,993
US-8454640-B2,"Powered surgical apparatus, method of manufacturing powered surgical apparatus, and method of using powered surgical apparatus",https://patents.google.com/patent/US8454640B2,A61B17/32002,993
US-5046513-A,Method for anchoring suture to bone,https://patents.google.com/patent/US5046513A,A61F2002/30092,993
US-8469254-B2,Surgical instrument having a drive assembly,https://patents.google.com/patent/US8469254B2,A61B17/07207,993
US-8887979-B2,Surgical stapler,https://patents.google.com/patent/US8887979B2,A61B17/07207,993
US-9510846-B2,Articulating medical instrument,https://patents.google.com/patent/US9510846B2,A61B17/29,993
US-2005209614-A1,"Anastomosis apparatus and methods with computer-aided, automated features",https://patents.google.com/patent/US20050209614A1,A61B17/1152,993
US-9649096-B2,Motorized surgical instruments,https://patents.google.com/patent/US9649096B2,A61B2034/741,993
US-6199082-B1,Method for delivering separate design and content in a multimedia publishing system,https://patents.google.com/patent/US6199082B1,G06F16/958,993
US-2004114117-A1,Lithographic apparatus and device manufacturing method,https://patents.google.com/patent/US20040114117A1,G03F7/20,993
US-6302906-B1,System for delivering a prosthesis,https://patents.google.com/patent/US6302906B1,A61F2002/8486,993
WO-9513580-A1,Data backup and restore system for a computer network,https://patents.google.com/patent/WO1995013580A1,G06F11/1456,993
US-8308725-B2,Reverse sealing and dissection instrument,https://patents.google.com/patent/US8308725B2,A61B17/3201,993
CN-200991269-Y,Staple cartridge structure of digestive tract stapler,https://patents.google.com/patent/CN200991269Y,A61B17/1155,992
US-2010217382-A1,Mitral valve replacement with atrial anchoring,https://patents.google.com/patent/US20100217382A1,A61F2/2436,992
US-8685004-B2,Powered surgical instrument,https://patents.google.com/patent/US8685004B2,A61B17/00234,992
US-2006252990-A1,Systems and methods for endoscope integrity testing,https://patents.google.com/patent/US20060252990A1,A61B90/70,992
US-9833238-B2,Retainer assembly including a tissue thickness compensator,https://patents.google.com/patent/US9833238B2,A61B2017/07271,992
US-5582609-A,Systems and methods for forming large lesions in body tissue using curvilinear electrode elements,https://patents.google.com/patent/US5582609A,A61B2018/00357,992
US-5063081-A,Method of manufacturing a plurality of uniform microfabricated sensing devices having an immobilized ligand receptor,https://patents.google.com/patent/US5063081A,B01L3/0268,992
US-5861003-A,Apparatus and method for occluding a defect or aperture within body surface,https://patents.google.com/patent/US5861003A,A61B2017/00606,992
EP-0850607-A1,Valve prosthesis for implantation in body channels,https://patents.google.com/patent/EP0850607A1,Y10S623/90,992
US-2014288460-A1,Method and apparatus for hysteroscopy and endometrial biopsy,https://patents.google.com/patent/US20140288460A1,A61B1/00091,992
WO-0129058-A1,Rna interference pathway genes as tools for targeted genetic interference,https://patents.google.com/patent/WO2001029058A1,C12N15/67,992
US-7226978-B2,Techniques to improve polyurethane membranes for implantable glucose sensors,https://patents.google.com/patent/US7226978B2,Y10T428/31551,992
US-9545253-B2,Surgical instrument with contained dual helix actuator assembly,https://patents.google.com/patent/US9545253B2,A61B2018/1455,992
US-8998059-B2,Adjunct therapy device having driver with cavity for hemostatic agent,https://patents.google.com/patent/US8998059B2,A61B17/07207,992
US-5409818-A,Nucleic acid amplification process,https://patents.google.com/patent/US5409818A,C12Q1/703,992
US-5987480-A,Method and system for delivering documents customized for a particular user over the internet using imbedded dynamic content,https://patents.google.com/patent/US5987480A,G06Q30/02,992
US-6302743-B1,Electric outlet assembly with rotary receptacles,https://patents.google.com/patent/US6302743B1,H01R25/003,992
US-9839480-B2,Surgical adapter assemblies for use between surgical handle assembly and surgical end effectors,https://patents.google.com/patent/US9839480B2,A61B2017/2903,992
US-7730478-B2,Method and system for allowing access to developed applications via a multi-tenant on-demand database service,https://patents.google.com/patent/US7730478B2,G06F11/3664,992
US-5396900-A,Endoscopic end effectors constructed from a combination of conductive and non-conductive materials and useful for selective endoscopic cautery,https://patents.google.com/patent/US5396900A,A61B2018/1455,992
US-9687232-B2,Surgical staples,https://patents.google.com/patent/US9687232B2,A61B2017/07228,992
